ISO_639,Language_Name,Uninverted_Name,Country_Code,Country_Name,Region_Code,Region_Name,Area,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,Institutional,Developing,Vigorous,In_Trouble,Dying,Extinct
mik,Mikasuki,Mikasuki,US,United States,NAM,Northern America,Americas,190,3,190,1,Muskogean,"Muskogean, Eastern Muskogean, Central Muskogean, Hitchiti-Mikasuki",26.0907,-80.931,6b,T,0,0,0,1,0,0
mil,"Mixtec, Peñoles",Peñoles Mixtec,MX,Mexico,CAM,Central America,Americas,5500,4,5500,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.0671,-97.0101,5,T,0,1,0,0,0,0
mim,"Mixtec, Alacatlatzala",Alacatlatzala Mixtec,MX,Mexico,CAM,Central America,Americas,30000,5,30000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.4856,-98.4688,5,T,0,1,0,0,0,0
min,Minangkabau,Minangkabau,ID,Indonesia,SEA,South-Eastern Asia,Asia,5530000,7,5530000,1,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Malay",-0.5755,100.4827,5,T,0,1,0,0,0,0
mio,"Mixtec, Pinotepa Nacional",Pinotepa Nacional Mixtec,MX,Mexico,CAM,Central America,Americas,20000,5,20000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",16.3341,-98.0016,6a,T,0,0,1,0,0,0
mip,"Mixtec, Apasco-Apoala",Apasco-Apoala Mixtec,MX,Mexico,CAM,Central America,Americas,10000,5,10000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.6065,-97.0641,6b,T,0,0,0,1,0,0
miq,Mískito,Mískito,NI,Nicaragua,CAM,Central America,Americas,143000,6,143000,2,Misumalpan,Misumalpan,14.6805,-84.3153,2,T,1,0,0,0,0,0
mir,"Mixe, Isthmus",Isthmus Mixe,MX,Mexico,CAM,Central America,Americas,20000,5,20000,1,Mixe-Zoquean,"Mixe-Zoquean, Mixean, Oaxaca Mixean, Lowland Mixe",16.9528,-95.0638,5,T,0,1,0,0,0,0
mit,"Mixtec, Southern Puebla",Southern Puebla Mixtec,MX,Mexico,CAM,Central America,Americas,3180,4,3180,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",18.2095,-97.957,7,T,0,0,0,1,0,0
miu,"Mixtec, Cacaloxtepec",Cacaloxtepec Mixtec,MX,Mexico,CAM,Central America,Americas,460,3,460,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.7252,-97.7639,6b,T,0,0,0,1,0,0
miw,Akoye,Akoye,PG,Papua New Guinea,MEL,Melanesia,Pacific,800,3,800,1,Trans-New Guinea,"Trans-New Guinea, Angan, Nuclear Angan",-7.6793,145.6957,5,T,0,1,0,0,0,0
mix,"Mixtec, Mixtepec",Mixtepec Mixtec,MX,Mexico,CAM,Central America,Americas,9170,4,9170,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.3384,-97.8862,5,T,0,1,0,0,0,0
miy,"Mixtec, Ayutla",Ayutla Mixtec,MX,Mexico,CAM,Central America,Americas,11500,5,11500,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",16.8862,-98.9926,6a,T,0,0,1,0,0,0
miz,"Mixtec, Coatzospan",Coatzospan Mixtec,MX,Mexico,CAM,Central America,Americas,2090,4,2090,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",18.121,-96.6627,5,T,0,1,0,0,0,0
mjb,Makalero,Makalero,TL,East Timor,SEA,South-Eastern Asia,Asia,6500,4,6500,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Timor",-8.7113,126.8191,6a,T,0,0,1,0,0,0
mjc,"Mixtec, San Juan Colorado",San Juan Colorado Mixtec,MX,Mexico,CAM,Central America,Americas,7820,4,7820,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",16.3965,-97.9229,5,T,0,1,0,0,0,0
mjd,"Maidu, Northwest",Northwest Maidu,US,United States,NAM,Northern America,Americas,3,1,3,1,Maiduan,Maiduan,39.6759,-121.3668,8b,F,0,0,0,0,1,0
mje,Muskum,Muskum,TD,Chad,MAF,Middle Africa,Africa,0,0,0,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, B, B.2",10.2582,15.433,x10,F,0,0,0,0,0,1
mjg,Tu,Tu,CN,China,EAS,Eastern Asia,Asia,152000,6,152000,1,Mongolic,"Mongolic, Eastern, Mongour",36.625,102.161,7,T,0,0,0,1,0,0
mjh,Mwera,Mwera,TZ,Tanzania,EAF,Eastern Africa,Africa,6000,4,6000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, N, Tumbuka (N.201)",-11.4559,34.9554,6b,T,0,0,0,1,0,0
mji,Kim Mun,Kim Mun,CN,China,EAS,Eastern Asia,Asia,374500,6,374500,3,Hmong-Mien,"Hmong-Mien, Mienic, Mian-Jin",23.6116,105.6194,6a,T,0,0,1,0,0,0
mjj,Mawak,Mawak,PG,Papua New Guinea,MEL,Melanesia,Pacific,25,2,25,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Tiboran",-4.6174,145.2835,8a,F,0,0,0,0,1,0
mjk,Matukar,Matukar,PG,Papua New Guinea,MEL,Melanesia,Pacific,430,3,430,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel, Nuclear Bel, Northern",-4.9036,145.781,6a,F,0,0,1,0,0,0
mjl,Mandeali,Mandeali,IN,India,SAS,Southern Asia,Asia,900000,6,900000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Western Pahari",31.6445,77.0126,5,T,0,1,0,0,0,0
mjm,Medebur,Medebur,PG,Papua New Guinea,MEL,Melanesia,Pacific,510,3,510,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Kairiru-Manam, Manam",-4.4774,145.4119,6a,F,0,0,1,0,0,0
mjn,Ma,Ma,PG,Papua New Guinea,MEL,Melanesia,Pacific,570,3,570,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Yupna",-5.7879,146.3927,6a,T,0,0,1,0,0,0
mjo,Malankuravan,Malankuravan,IN,India,SAS,Southern Asia,Asia,18600,5,18600,1,Dravidian,"Dravidian, Unclassified",8.9555,77.1375,6a,F,0,0,1,0,0,0
mjp,Malapandaram,Malapandaram,IN,India,SAS,Southern Asia,Asia,5850,4,5850,1,Dravidian,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Malayalam",9.1504,77.1664,6a,F,0,0,1,0,0,0
mjq,Malaryan,Malaryan,IN,India,SAS,Southern Asia,Asia,0,0,,1,Dravidian,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Malayalam",10.2176,76.9427,9,F,0,0,0,0,1,0
mjr,Malavedan,Malavedan,IN,India,SAS,Southern Asia,Asia,,,,1,Dravidian,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Malayalam",9.7425,76.7266,6b,F,0,0,0,1,0,0
mjs,Miship,Miship,NG,Nigeria,WAF,Western Africa,Africa,6000,4,6000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1",9.2056,9.3253,6a,F,0,0,1,0,0,0
mjt,Sauria Paharia,Sauria Paharia,IN,India,SAS,Southern Asia,Asia,61000,5,61000,2,Dravidian,"Dravidian, Northern",24.977,87.4892,5,T,0,1,0,0,0,0
mju,Manna-Dora,Manna-Dora,IN,India,SAS,Southern Asia,Asia,,,,1,Dravidian,"Dravidian, South-Central, Telugu",18.415,83.4298,8b,T,0,0,0,0,1,0
mjv,Mannan,Mannan,IN,India,SAS,Southern Asia,Asia,7850,4,7850,1,Dravidian,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam",9.9756,77.0264,6b,T,0,0,0,1,0,0
mjw,Karbi,Karbi,IN,India,SAS,Southern Asia,Asia,420000,6,420000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Karbi",26.296,92.9394,5,T,0,1,0,0,0,0
mjx,Mahali,Mahali,IN,India,SAS,Southern Asia,Asia,36000,5,36000,2,Austro-Asiatic,"Austro-Asiatic, Munda, North Munda, Kherwari, Santali",24.0779,85.9786,6a,F,0,0,1,0,0,0
mjz,Majhi,Majhi,NP,Nepal,SAS,Southern Asia,Asia,44800,5,44800,2,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bihari",22.6733,84.7206,6b,T,0,0,0,1,0,0
mka,Mbre,Mbre,CI,Côte d’Ivoire,WAF,Western Africa,Africa,200,3,200,1,Niger-Congo,"Niger-Congo, Unclassified",8.2092,-5.729,6b,F,0,0,0,1,0,0
mkb,Mal Paharia,Mal Paharia,IN,India,SAS,Southern Asia,Asia,51000,5,51000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese",24.3677,87.6412,6b,T,0,0,0,1,0,0
mkc,Siliput,Siliput,PG,Papua New Guinea,MEL,Melanesia,Pacific,520,3,520,1,Torricelli,"Torricelli, Maimai, Maimai Proper",-3.6386,142.4395,6a,F,0,0,1,0,0,0
mkd,Macedonian,Macedonian,MK,Macedonia,SEU,Southern Europe,Europe,1476550,7,1476550,4,Indo-European,"Indo-European, Balto-Slavic, Slavic, South, Eastern",41.3878,21.8195,1,T,1,0,0,0,0,0
mke,Mawchi,Mawchi,IN,India,SAS,Southern Asia,Asia,99500,5,99500,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Bhil",20.9265,73.9609,5,T,0,1,0,0,0,0
mkf,Miya,Miya,NG,Nigeria,WAF,Western Africa,Africa,30000,5,30000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",10.9205,9.7137,6a,T,0,0,1,0,0,0
mkg,Mak,Mak,CN,China,EAS,Eastern Asia,Asia,5000,4,5000,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Kam-Sui",25.5986,107.7152,7,F,0,0,0,1,0,0
mki,Dhatki,Dhatki,PK,Pakistan,SAS,Southern Asia,Asia,148400,6,148400,2,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",25.1228,70.0565,5,T,0,1,0,0,0,0
mkj,Mokilese,Mokilese,FM,Micronesia,MIC,Micronesia,Pacific,1450,4,1450,2,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Pohnpeic-Chuukic, Pohnpeic",6.6564,159.7763,6a,T,0,0,1,0,0,0
mkk,Byep,Byep,CM,Cameroon,MAF,Middle Africa,Africa,9500,4,9500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.831)",4.6053,13.5266,6a,F,0,0,1,0,0,0
mkl,Mokole,Mokole,BJ,Benin,WAF,Western Africa,Africa,21400,5,21400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",11.1371,2.9689,5,T,0,1,0,0,0,0
mkm,Moklen,Moklen,TH,Thailand,SEA,South-Eastern Asia,Asia,1500,4,1500,1,Austronesian,"Austronesian, Malayo-Polynesian, Moklen",8.1633,98.3223,6b,T,0,0,0,1,0,0
mkn,"Malay, Kupang",Kupang Malay,ID,Indonesia,SEA,South-Eastern Asia,Asia,200000,6,350000,1,Creole,"Creole, Malay based",-10.2647,123.6411,3,T,1,0,0,0,0,0
mko,Mingang Doso,Mingang Doso,NG,Nigeria,WAF,Western Africa,Africa,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Jen",9.4054,11.3017,6a,F,0,0,1,0,0,0
mkp,Moikodi,Moikodi,PG,Papua New Guinea,MEL,Melanesia,Pacific,570,3,570,1,Trans-New Guinea,"Trans-New Guinea, Southeast Papuan, Yareban",-9.5842,148.3095,6a,T,0,0,1,0,0,0
mkr,Malas,Malas,PG,Papua New Guinea,MEL,Melanesia,Pacific,650,3,650,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Isumrud",-4.7332,145.6058,6a,F,0,0,1,0,0,0
mks,"Mixtec, Silacayoapan",Silacayoapan Mixtec,MX,Mexico,CAM,Central America,Americas,18700,5,18700,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.5804,-98.1239,5,T,0,1,0,0,0,0
mkt,Vamale,Vamale,NC,New Caledonia,MEL,Melanesia,Pacific,100,3,100,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern",-20.7749,165.0406,8a,F,0,0,0,0,1,0
mku,"Maninka, Konyanka",Konyanka Maninka,GN,Guinea,WAF,Western Africa,Africa,210000,6,210000,2,Niger-Congo,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding",8.9206,-8.4908,6a,F,0,0,1,0,0,0
mkv,Mafea,Mafea,VU,Vanuatu,MEL,Melanesia,Pacific,250,3,250,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.437,167.2429,6b,F,0,0,0,1,0,0
mkw,Kituba,Kituba,CG,Congo,MAF,Middle Africa,Africa,1160000,7,1160000,1,Creole,"Creole, Kongo based",-4.1146,12.9558,3,T,1,0,0,0,0,0
mkx,"Manobo, Kinamiging",Kinamiging Manobo,PH,Philippines,SEA,South-Eastern Asia,Asia,26700,5,26700,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Manobo, North",9.1729,124.7199,6b,F,0,0,0,1,0,0
mky,"Makian, East",East Makian,ID,Indonesia,SEA,South-Eastern Asia,Asia,20000,5,20000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, South Halmahera, East Makian-Gane",0.051,127.4247,6b,F,0,0,0,1,0,0
mkz,Makasae,Makasae,TL,East Timor,SEA,South-Eastern Asia,Asia,102000,6,102000,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Timor",-8.6309,126.5094,6a,T,0,0,1,0,0,0
mla,Malo,Malo,VU,Vanuatu,MEL,Melanesia,Pacific,4000,4,4000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.683,167.1654,5,T,0,1,0,0,0,0
mlb,Mbule,Mbule,CM,Cameroon,MAF,Middle Africa,Africa,110,3,110,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Sanaga (A.623)",4.3591,10.9809,6b,F,0,0,0,1,0,0
mlc,Cao Lan,Cao Lan,VN,Viet Nam,SEA,South-Eastern Asia,Asia,169000,6,169000,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Central",21.6242,105.7412,6a,F,0,0,1,0,0,0
mle,Manambu,Manambu,PG,Papua New Guinea,MEL,Melanesia,Pacific,2110,4,2110,1,Sepik,"Sepik, Ndu",-4.2604,142.8381,5,T,0,1,0,0,0,0
mlf,Mal,Mal,LA,Laos,SEA,South-Eastern Asia,Asia,26200,5,26200,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Mal-Phrai",19.3078,101.1614,5,T,0,1,0,0,0,0
mlh,Mape,Mape,PG,Papua New Guinea,MEL,Melanesia,Pacific,1700,4,1700,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Huon, Eastern",-6.5768,147.6752,5,T,0,1,0,0,0,0
mli,Malimpung,Malimpung,ID,Indonesia,SEA,South-Eastern Asia,Asia,5000,4,5000,1,Austronesian,"Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Masenrempulu",-3.7015,119.7592,6a,F,0,0,1,0,0,0
mlj,Miltu,Miltu,TD,Chad,MAF,Middle Africa,Africa,270,3,270,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, A, A.1, 2",10.2373,17.4107,8a,F,0,0,0,0,1,0
mlk,Kiwilwana,Kiwilwana,KE,Kenya,EAF,Eastern Africa,Africa,16800,5,16800,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Nyika-Taita (E.701)",-0.6632,39.793,5,T,0,1,0,0,0,0
mll,Malua Bay,Malua Bay,VU,Vanuatu,MEL,Melanesia,Pacific,500,3,500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal",-15.9794,167.2102,6b,F,0,0,0,1,0,0
mlm,Mulam,Mulam,CN,China,EAS,Eastern Asia,Asia,86000,5,86000,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Kam-Sui",24.7793,108.896,6b,F,0,0,0,1,0,0
mln,Malango,Malango,SB,Solomon Islands,MEL,Melanesia,Pacific,4140,4,4140,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal",-9.6191,160.109,6a,F,0,0,1,0,0,0
mlo,Mlomp,Mlomp,SN,Senegal,WAF,Western Africa,Africa,6200,4,6200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Atlantic, Northern, Bak, Jola, Jola Proper, Karon-Mlomp",12.8331,-16.5371,6b,F,0,0,0,1,0,0
mlp,Bargam,Bargam,PG,Papua New Guinea,MEL,Melanesia,Pacific,3750,4,3750,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Mugil",-4.8567,145.7441,6b,T,0,0,0,1,0,0
mlq,"Maninkakan, Western",Western Maninkakan,SN,Senegal,WAF,Western Africa,Africa,1733000,7,1733000,3,Niger-Congo,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",13.3542,-11.9358,5,T,0,1,0,0,0,0
mlr,Vame,Vame,CM,Cameroon,MAF,Middle Africa,Africa,8500,4,8500,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.9463,14.2143,5,T,0,1,0,0,0,0
mls,Masalit,Masalit,SD,Sudan,NAF,Northern Africa,Africa,440000,6,440000,2,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Maban, Masalit",13.1795,22.6796,6a,T,0,0,1,0,0,0
mlt,Maltese,Maltese,MT,Malta,SEU,Southern Europe,Europe,473910,6,473910,1,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",35.8919,14.4458,1,T,1,0,0,0,0,0
mlu,To’abaita,To’abaita,SB,Solomon Islands,MEL,Melanesia,Pacific,12600,5,12600,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern",-8.3857,160.616,5,T,0,1,0,0,0,0
mlv,Mwotlap,Mwotlap,VU,Vanuatu,MEL,Melanesia,Pacific,1800,4,1800,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu",-13.6562,167.678,6a,T,0,0,1,0,0,0
mlw,Moloko,Moloko,CM,Cameroon,MAF,Middle Africa,Africa,8500,4,8500,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.7946,14.248,5,T,0,1,0,0,0,0
mlx,Na’ahai,Na’ahai,VU,Vanuatu,MEL,Melanesia,Pacific,600,3,600,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal",-16.5494,167.513,6a,T,0,0,1,0,0,0
mlz,Malaynon,Malaynon,PH,Philippines,SEA,South-Eastern Asia,Asia,8500,4,8500,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, West, Aklan",11.8541,121.9175,6a,F,0,0,1,0,0,0
mma,Mama,Mama,NG,Nigeria,WAF,Western Africa,Africa,20000,5,20000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Jarawan, Nigerian",8.8148,8.8039,6a,F,0,0,1,0,0,0
mmb,Momina,Momina,ID,Indonesia,SEA,South-Eastern Asia,Asia,200,3,200,1,Somahai,Somahai,-4.8022,139.8021,6b,F,0,0,0,1,0,0
mmc,"Mazahua, Michoacán",Michoacán Mazahua,MX,Mexico,CAM,Central America,Americas,26600,5,26600,1,Otomanguean,"Otomanguean, Western Otomanguean, Oto-Pame-Chinantecan, Oto-Pamean, Mazahua",19.7209,-100.2946,6a,T,0,0,1,0,0,0
mmd,Maonan,Maonan,CN,China,EAS,Eastern Asia,Asia,30000,5,30000,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Kam-Sui",25.0116,108.0249,6b,T,0,0,0,1,0,0
mme,Mae,Mae,VU,Vanuatu,MEL,Melanesia,Pacific,1000,4,1000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal",-15.9863,167.2813,6a,F,0,0,1,0,0,0
mmf,Mundat,Mundat,NG,Nigeria,WAF,Western Africa,Africa,1000,4,1000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.4, Ron Proper",9.1564,8.7702,6a,F,0,0,1,0,0,0
mmg,"Ambrym, North",North Ambrym,VU,Vanuatu,MEL,Melanesia,Pacific,5250,4,5250,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu",-16.183,168.1468,6a,F,0,0,1,0,0,0
mmh,Mehináku,Mehináku,BR,Brazil,SAM,South America,Americas,230,3,230,1,Maipurean,"Maipurean, Southern, Central, Waurá",-12.5245,-53.5202,6a,F,0,0,1,0,0,0
mmi,Musar,Musar,PG,Papua New Guinea,MEL,Melanesia,Pacific,680,3,680,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Tiboran",-4.6998,145.421,6a,F,0,0,1,0,0,0
mmj,Majhwar,Majhwar,IN,India,SAS,Southern Asia,Asia,34300,5,34300,1,Unclassified,Unclassified,22.9227,82.7082,7,F,0,0,0,1,0,0
mmk,Mukha-Dora,Mukha-Dora,IN,India,SAS,Southern Asia,Asia,29700,5,29700,1,Dravidian,"Dravidian, South-Central, Gondi-Kui, Konda-Kui, Konda",18.6448,83.9296,6a,F,0,0,1,0,0,0
mml,Man Met,Man Met,CN,China,EAS,Eastern Asia,Asia,900,3,900,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic",22.0824,100.844,6a,F,0,0,1,0,0,0
mmm,Maii,Maii,VU,Vanuatu,MEL,Melanesia,Pacific,180,3,180,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Bieria-Maii",-16.7427,168.1984,6b,F,0,0,0,1,0,0
mmn,Mamanwa,Mamanwa,PH,Philippines,SEA,South-Eastern Asia,Asia,5150,4,5150,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Mamanwa",9.4393,125.5352,5,T,0,1,0,0,0,0
mmo,"Buang, Mangga",Mangga Buang,PG,Papua New Guinea,MEL,Melanesia,Pacific,1500,4,1500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",-7.0075,146.6761,5,T,0,1,0,0,0,0
mmp,Siawi,Siawi,PG,Papua New Guinea,MEL,Melanesia,Pacific,220,3,220,1,Amto-Musan,Amto-Musan,-4.0481,141.4145,6b,T,0,0,0,1,0,0
mmq,Musak,Musak,PG,Papua New Guinea,MEL,Melanesia,Pacific,360,3,360,1,Trans-New Guinea,"Trans-New Guinea, Madang, South Adelbert Range, Wanang, Emuan",-5.3749,145.2168,6a,F,0,0,1,0,0,0
mmr,"Miao, Western Xiangxi",Western Xiangxi Miao,CN,China,EAS,Eastern Asia,Asia,820000,6,820000,1,Hmong-Mien,"Hmong-Mien, Hmongic, Xiangxi",23.0152,105.82,6a,T,0,0,1,0,0,0
mmt,Malalamai,Malalamai,PG,Papua New Guinea,MEL,Melanesia,Pacific,900,3,900,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Bariai",-5.7739,146.6456,7,F,0,0,0,1,0,0
mmu,Mmaala,Mmaala,CM,Cameroon,MAF,Middle Africa,Africa,8000,4,8000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Sanaga (A.62)",4.5287,11.1202,6b,T,0,0,0,1,0,0
mmv,Miriti,Miriti,BR,Brazil,SAM,South America,Americas,0,0,,1,Tucanoan,Tucanoan,0.3076,-69.1699,9,F,0,0,0,0,1,0
